"PHU","PHU_fr","accessible","active","additional_information","additional_information_fr","address","address_fr","after_hours","age_threshold","appointments","asl_interpretation","children_under_2","city","drive_through","email","first_nations","free_parking","french_language_services","friday","general_population","holiday_hours","location_id","latitude","location_name","location_name_fr","longitude","monday","operated_by","operated_by_fr","paid_parking","pharmacy","phone","phu_id","postal_code","province","public_transit","region","region_fr","saturday","sunday","symptomatic","temporarily_closed","thursday","tuesday","walk_ins","website","wednesday","weeks_pregnant"
"Southwestern Public Health","Bureau de santé publique du Sud-Ouest",,"Yes",,,"189 Elm Street ","189 rue Elm ",,"0m","Yes",,"Yes","St. Thomas","No",,,"Yes",,"8:00-18:00",,"8:00-18:00","143","42.763425","St. Thomas Elgin General Hospital","Hôpital général de St. Thomas-Elgin","-81.180145","8:00-18:00","St. Thomas Elgin General Hospital","Hôpital général de St. Thomas-Elgin",,,"519-631-2030 ext. 6210","33","N5R 5C4","ON",,"West","Ouest","8:00-18:00","8:00-18:00","Yes",,"8:00-18:00","8:00-18:00","No","https://www.stegh.on.ca/node/626","8:00-18:00",
"Southwestern Public Health","Bureau de santé publique du Sud-Ouest","Yes","Yes","Please call to schedule an appointment. Fully accessible, free parking.

Located in another building (not the hospital). There is front entrance and back exit for persons to follow to maintain a one-way flow through the building. Interpreter services can be arranged if known at the time of booking. Urgent bookings for symptomatic persons are available for same day.",,"17 Bear Street","17 rue Bear",,"0m","Yes","No",,"Tillsonburg","No",,,"Yes","No","8:00-16:00",,,"144","42.863656","Tillsonburg District Memorial Hospital","Tillsonburg District Memorial Hospital","-80.733757","8:00-16:00","Tillsonburg District Memorial Hospital","Tillsonburg District Memorial Hospital",,,"855-905-6148","33","N4G 1V4","ON","No","West","Ouest",,,"Yes",,"8:00-16:00","8:00-16:00","No","https://www.tillsonburghospital.on.ca/about-tdmh/covid-19/","8:00-16:00",
"Haldimand-Norfolk Health Unit","Bureau de santé de Haldimand-Norfolk",,"Yes","Located at the main doors of the building. Do not leave your car. Staff will come to you.
Please call to schedule an appointment.","Situé à la porte principale du bâtiment. Ne sortez pas de votre véhicule. Un membre du personnel viendra vous voir.","75 Parkview Road","75 chemin Parkview",,"","Yes",,"","Hagersville","No",,,,,"08:30-17:30",,,"145","42.959342","West Haldimand General Hospital","Hôpital général de Haldimand-Ouest","-80.041081","08:30-17:30","West Haldimand General Hospital","Hôpital général de Haldimand-Ouest",,,"905-768-3311 ext. 1113","34","N0A 1H0","ON",,"West","Ouest","08:30-17:30","08:30-17:30","Yes",,"08:30-17:30","08:30-17:30","No","https://www.whgh.ca/","08:30-17:30",
"Windsor-Essex County Health Unit","Bureau de santé du comtè de Windsor-Essex","Yes","Yes","Located immediately south of the Emergency Department on Goyeau Street.
To book appointment on-line go to https://www.wrh.on.ca/OnlineBooking 
Or if do not have access to a mobile device or computer call 519 973 4443 
Holiday hours 9 a.m.-4p.m.
",,"1030 Ouellette Avenue","1030 avenue Ouellette",,"0m","Yes","Yes","","Windsor","No",,,"Yes","Yes","8:00-19:00",,"9:00-16:00","146","42.309167","Windsor Regional Hospital - Ouellette Campus","Hôpital régional de Windsor - Campus Ouellette","-83.031869","8:00-19:00","Windsor Regional Hospital - Ouellette Campus","Hôpital régional de Windsor - Campus Ouellette",,,"519-973-4443 ","27","N9A 1E1","ON","Yes","West","Ouest","9:00-16:00","9:00-16:00","Yes",,"8:00-19:00","8:00-19:00","No","https://www.wrh.on.ca/OnlineBooking","8:00-19:00",
"Southwestern Public Health","Southwestern Public Health","Yes","Yes","Located in the trailer by the front entrance of the hospital. Parking is in the hospital visitor lot. You will be given all instructions at the time of your appointment booking. ","Situé dans la roulotte à l’entrée avant de l’hôpital. Stationnez-vous dans le stationnement des visiteurs de l’hôpital.","310 Juliana Drive","310 chemin Juliana",,"0m","Yes","No","Yes","Woodstock","No",,,"Yes","No","10:00-20:00",,,"147","43.106722","Woodstock General Hospital ","Hôpital général de Woodstock","-80.753799","10:00-20:00","Woodstock General Hospital ","Hôpital général de Woodstock",,,"855-905-6148","33","N4V 0A4","ON","Yes","West","Ouest","10:00-20:00","10:00-20:00","Yes",,"10:00-20:00","10:00-20:00","No","https://www.wgh.on.ca/","10:00-20:00",
"Huron Perth Health Unit","Bureau de santé de Huron Perth","Yes","Yes","Book online through our website http://www.hpha.ca
Located at: Stratford Rotary Complex-Hall D
Clients should bring their health card. French language services available upon request when booking the appointment.",,"353 McCarthy Road",,,"2y","Yes","No","No","Stratford","No",,,"Yes","Yes","09:30-20:30",,,"148","43.3859420","Huron Perth Healthcare Alliance COVID-19 Assessment Centre",,"-80.9841480","09:30-20:30","Stratford General Hospital","Stratford General Hospital",,,"519-272-8210 ext. 2747","28","N5A 7S7","ON","Yes","West","Ouest",,,"Yes",,"09:30-20:30","09:30-20:30","No","http://www.hpha.ca","09:30-20:30",
"Niagara Region Public Health Department",,"No","Yes","Closed statutory holidays.

Online booking available at www.niagarahealth.on.ca/centres, or by calling 905-378-4647 ext. 42819. Dedicated parking spots can be accessed from MacLean Place and Plymouth Road.  Can test all ages.",,"65 Third Street","65, Troisième rue",,"0m","Yes","No","Yes","Welland","No",,,"Yes","No",,,"Closed","149","42.979233","Niagara Health - Welland Hospital Site (WHS)","Santé de Niagara - Hôpital de Welland","-79.249210","9:00-17:00","Niagara Health","Santé de Niagara",,,"905-378-4647 ext. 42819","32","L3B 4W6","ON","Yes","West","Ouest",,,"Yes",,,,"No","https://www.niagarahealth.on.ca/centres",,
"Renfrew County and District Health Unit",,"Yes","Yes","Please call to schedule an appointment 1-844-727-6404
Call ahead and have your OHIP card ready. A medical receptionist will take your details and arrange for a physician or nurse practitioner to contact you via telephone. Areas of focus are patients without a family physician and those with potential COVID.",,"34 Cameron Street","34, rue Cameron",,"6m","Yes","No","Yes","Killaloe","No",,,"Yes","Yes",,,,"150","45.558080","Killaloe - Killaloe Curling Club/Renfrew County Virtual Triage and Assessment Centre","Killaloe - Club de curling de Killaloe/Centre virtuel de triage et d'évaluation du comté de Renfrew","-77.415574",,"Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K0J 2A0","ON","No","East","Est",,,"Yes",,"14:00-15:30",,"No","https://rcvtac.ca/",,
"Simcoe Muskoka District Health Unit",,"Yes","Yes","Now offering online patient booking by visiting www.rvh.on.ca and scrolling down.  Appointments can be booked by calling 705-797-3120.
New Assessment Centre location was the previous Barrie Police Headquarters 
",,"29 Sperling Dr",,,"6m","Yes","Yes","Yes","Barrie","Yes",,,,"Yes","8:00-20:00",,,"151","44.411290","Royal Victoria Regional Health Centre - Covid 19 Testing Centre",,"-79.685110","8:00-20:00","Royal Victoria Regional Health Centre","Centre régional de santé Royal Victoria","Yes",,"705-797-3120",,"L4M 6K9","ON","Yes","Central","Centre","8:00-20:00","8:00-20:00","Yes",,"8:00-20:00","8:00-20:00","Yes","https://www.rvh.on.ca/SitePages/coronavirus.aspx","8:00-20:00",
"Durham Region Health Department","Service de santé de la région de Durham",,"Yes","Appointments only.
Can test anyone over 1 year old.

Registration online via: https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp",,"19 Jeffery Street",,,"1y","Yes",,"Yes","Port Perry","No",,,,,"12:00-16:00",,"12:00-20:00","152","44.086166","North Durham COVID-19 Assessment Centre",,"-78.953206","12:00-20:00","Medical Associates of Port Perry and Uxbridge Family Health Center",,,,"905-985-3358","12","L9L 1Z4","ON",,"East","Est","12:00-16:00","12:00-16:00","Yes",,"12:00-20:00","12:00-20:00","No","https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp","12:00-20:00",
"Huron Perth Health Unit","Bureau de santé de Huron Perth","Yes","Yes","Please call and schedule an appointment.

Stay in your car and drive up to the underpass. Do not leave your car.",,"185 Keays Street","185, rue Keays",,"0m","Yes","No","","Goderich","No",,,"Yes","No","10:00-16:00",,"Closed ","153","43.736945","Goderich Assessment Centre","Goderich Assessment Centre","-81.711951","10:00-16:00","Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health","Maitland Valley Family Health Team, Alexandra Marine and General Hospital, Huron Perth Public Health",,,"519-524-6060 ext. 263","28","N7A 3N4","ON","No","West","Ouest","","","Yes",,"10:00-16:00","10:00-16:00","No","https://www.hpph.ca/en/news/coronavirus-covid19-update.aspx#Testing-tracing-and-results-for-COVID-19","10:00-16:00",
"Durham Region Health Department","Service de santé de la région de Durham","Yes","Yes","Located at Garnet Rickard Recreation Complex. Please enter through the doors furthest to right on the west side of the complex.
By appointment only, using the link www.covidswab.lh.ca  (No Walk-Ins)
Check if you should be tested for Covid-19. Check new provincial guidelines.
If no internet access, call Durham Health Connection Line ( 905-668-2020) for assistance in booking appointment. ",,"2440 Durham Region Highway 2",,,"1y","Yes","No",,"Bowmanville","No",,,"Yes","Yes","8:00-12:00 & 12:30-17:00",,"Closed","154","43.912289","Clarington COVID-19 Assessment Centre","Clarington COVID-19 Assessment Centre","-78.703852","8:00-12:00 & 12:30-17:00","Lakeridge Health","Lakeridge Health",,,"905-668-2020","12","L1C 3K2","ON","Yes","East","Est","10:00-13:00 & 13:30-16:00  ",,"Yes",,"8:00-12:00 & 12:30-17:00","8:00-12:00 & 12:30-17:00","No","http://www.covidswab.lh.ca ","8:00-12:00 & 12:30-17:00",
"Windsor-Essex County Health Unit","Bureau de santé du comtè de Windsor-Essex",,"No","Located adjacent to established WRH Field Hospital",,"2000 Talbot Road West","2000 chemin Talbot Ouest",,,"Yes",,,"Windsor",,,,,,,,,"155","42.316262","Windsor Regional Hospital - St Clair Campus Assessment Centre","Hôpital régional de Windsor - Campus St Clair","-83.038338","09:00-16:00","Windsor Regional Hopsital","Hôpital régional de Windsor",,,"519-254-5577 ext. 59000",,"N9A 6S4","ON",,"West","Ouest",,,"Yes","Yes",,"09:00-16:00",,"https://www.wrh.on.ca/OnlineBooking",,
"York Region Public Health Services",,,"Yes",,,"101-9401 Jane Street",,,,"Yes",,,"Maple","No",,,,,,,,"156","43.835792","Mackenzie Health - Vaughan","Mackenzie Health - Vaughan","-79.531739",,"Mackenzie Health","Mackenzie Health",,,"905-883-1212 ext. 2004",,"L6A 4H7","ON",,"Central","Centre",,,"Yes",,"11:30-18:30","11:30-18:30","No",,,
"Timiskaming Health Unit",,,"Yes","Drive through testing is available, by appointment only. Pre-screening is required.",,"17 O'Connor Drive",,,,"Yes",,,"Temagami","Yes",,,,,"8:30-16:30",,,"157","47.062830","Temagami Medical Centre and Family Health Team",,"-79.787304","8:30-16:30","Temagami Medical Centre and Family Health Team",,,,"705-569-3244",,"P0H 2H0","ON",,"North","Nord",,,"Yes",,"8:30-16:30","8:30-16:30","No",,"8:30-16:30",
"Renfrew County and District Health Unit","Bureau de santé du comtè de Renfrew et du district",,,,,"5390 Highway 60",,,,"Yes",,,"Douglas",,,,,,,,,"158","45.515474","St. Michael's Catholic Church","St. Michael's Catholic Church","-76.946671",,"Arnprior Regional Health","Arnprior Regional Health",,,"844-727-6404","14","K0J 1S0","ON",,"East","Est",,,"Yes","Yes",,,,"https://rcvtac.ca/","14:00-16:00",
"Simcoe Muskoka District Health Unit",,,"Yes","The assessment centre is located adjacent to the helipad at the back of the South Muskoka Memorial Hospital property. It is not inside the hospital. ",,"75 Ann Street",,,,"Yes",,,"Bracebridge","No",,,,,"09:00-17:00",,,"159","45.047677","Bracebridge Assessment Centre",,"-79.314766","09:00-17:00","Muskoka Algonquin Healthcare",,,,"888-383-7009",,"P1L 2E4","ON",,"Central","Centre",,,"Yes",,"09:00-17:00","09:00-17:00","No","https://www.mahc.ca/en/services/muskoka-assessment-centre.aspx","09:00-17:00",
"Windsor-Essex County Health Unit",,,"No","Located adjacent to established WRH Field Hospital
To book appointment on-line go to https://www.wrh.on.ca/OnlineBooking 
Or if do not have access to a mobile device or computer call 519 973 4443 
Holiday hours 9 a.m.-4p.m.
",,"2000 Talbot Road West",,,,"Yes",,,"Windsor","No",,,,,"8:00-19:00",,"9:00-16:00","160","42.249258","Windsor Regional Hospital - St Clair Campus Assessment Centre","Windsor Regional Hospital - St Clair Campus Assessment Centre","-83.020319","8:00-19:00","Windsor Regional Hospital","Windsor Regional Hospital",,,"519-973-4443 ",,"N9A 6S4","ON",,"West","Ouest","9:00-16:00","9:00-16:00","Yes","Yes","8:00-19:00","8:00-19:00","No","https://www.wrh.on.ca/COVID19AssessmentCentre","8:00-19:00",
"Ottawa Public Health",,,"Yes","The drive-through Assessment Centre on Coventry Rd. is available by appointment only. 
14 years of age and older with valid OHIP.",,"63 Albert Street",,,,"Yes",,,"Ottawa","Yes",,,,,"10:30-17:30",,"Closed","161","45.422398","NAC Drive Through",,"-75.694926","10:30-17:30","The Ottawa Hospital","The Ottawa Hospital",,,"613-737-8193",,"K1P 1E3","ON",,"East","Est","10:30-17:30","10:30-17:30","Yes",,"10:30-17:30","10:30-17:30","No","https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx","10:30-17:30",
"Simcoe Muskoka District Health Unit",,,"Yes","Huntsville Active Living Centre
BEFORE visiting our site
1) If you are an adult, please  visit www.ontario.ca/covidtest to ensure you meet the criteria for a test.  
2) Children should complete the screening at ontario.ca/schoolscreening to ensure he/she meets the criteria for a test. 

If you arrive at the COVID centre and do not meet the testing criteria you will be turned away.   Please check the ontario health resources above prior to coming. 
 
If you are eligible for testing  ,please come to our COVID centre and we will book you a convenient, same day appointment.  We do not have a call centre to book appointments prior to your arrival.",,"20 Park Drive",,,,"Yes",,,"Huntsville","Yes",,,,,"10:00-16:00",,,"162","45.323210","Huntsville COVID-19 Assessment Centre","Huntsville COVID-19 Assessment Centre","-79.213295","10:00-16:00","Town of Huntsville, Physicians of Hunstville, District of Muskoka Community Paramedics",,,,,,"P1H 1P5","ON",,"Central","Centre",,,"Yes",,,,"Yes","https://www.simcoemuskokahealth.org/Topics/COVID-19/AssessmentCentresandTesting","10:00-16:00",
"Toronto Public Health",,,"Yes","September 17 to November 30, excluding Sundays. Testing may finish early depending on volumes.",,"4 The Market Place",,,,"Yes",,,"East York","No",,,,,"12:00-19:00",,,"163","43.696005","Michael Garron Hospital - Crescent Town Health Centre","Michael Garron Hospital - Crescent Town Health Centre","-79.292090","12:00-19:00","Michael Garron Hospital (MGH)","Michael Garron Hospital (MGH)",,,,"22","M4C 5M1","ON",,"Toronto","Toronto","12:00-19:00",,"Yes",,"12:00-19:00","12:00-19:00","Yes",,"12:00-19:00",
"Haldimand-Norfolk Health Unit",,,"Yes","East side of the hospital in the previous Pharmasave location.  Enter the east parking lot next to the Hospital Foundation office (322 Broad).  Signage and a volunteer will be present.  Park in the designated spots.  Do not arrive no more than 5 min prior to your appointment.  You will have to walk through the centre. If you have mobility concerns please let us know and we can make other arrangements. 
Closed statutory holidays.",,"400 Broad Street",,,"3y","Yes",,"No","Dunnville","Yes",,,,,,,,"164","42.905645","Haldimand War Memorial Hospital ","Haldimand War Memorial Hospital ","-79.625175","09:00-11:00, 12:00-14:00","Haldimand War Memorial Hospital ","Haldimand War Memorial Hospital ",,,"905-774-7431",,"N1A 2P7","ON",,"West","Ouest",,,"Yes",,,,"No","http://www.hwmh.ca","09:00-11:00, 12:00-14:00",
"Timiskaming Health Unit",,,,"Patients are to contact the Family Health Team at 705-672-3371 to book an appointment. No walk-ins. Patients are asked to not go to the Emergency Department of Temiskaming Hospital but to call the FHT.",,"95 Meridian Avenue",,,,"Yes",,,"Haileybury","No",,,,,"8:30-12:30",,,"165","47.438646","Haileybury Family Health Team","Haileybury Family Health Team","-79.631821","8:30-16:30","Haileybury Family Health Team","Haileybury Family Health Team",,,"705-672-3371",,"P0J 1K0","ON",,"North","Nord",,,"Yes","Yes","8:30-16:30","8:30-16:30","No",,"8:30-16:30",
"Eastern Ontario Health Unit",,,"Yes","Children must be at least 2 years old to get tested at this location. Open Sunday, Tuesday and Thursday by appointment only. ","Les enfants doivent être âgés d'au moins 2 ans pour se faire tester ici. Ouvert les dimanches, mardis et jeudis, sur rendez-vous seulement","62 Anik Street","62 rue Anik",,"2y","Yes",,"No","Alexandria","No",,,,,,,,"166","45.300670","Alexandria COVID-19 Assessment Centre","Alexandria - Centre d’évaluation pour la COVID-19","-74.629736",,"Alexandria COVID-19 Assessment Centre","Alexandria - Centre d’évaluation pour la COVID-19",,,"800-267-7120",,"K0C 1A0","ON",,"East","Est",,"8:30 - 18:00","Yes",,"8:30 - 18:00","8:30 - 18:00","No","https://eohu.ca/en/covid/covid-19-testing-assessment-centres  ",,
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","160 Main Street South","160 rue Main S",,,"Yes",,,"Brampton",,,,,,"8:00 - 00:00",,,"167","43.6782516","160 Main Street South - Shoppers Drug Mart",,"-79.747611","8:00 - 00:00","Shoppers",,,"Yes","905-451-0111",,"L6W 2E1 ","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/705/","8:00 - 00:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","10665 Bramalea Road","10665 Bramalea Road",,,"Yes",,,"Brampton",,,,,,"8:00 - 22:00",,,"168","43.7573939","10665 Bramalea Road - Shoppers Drug Mart",,"-79.760753","8:00 - 22:00","Shoppers",,,"Yes","905-793-2011",,"L6R 3P4","ON",,"Central","Centre","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1447/","8:00 - 22:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","34 A Avondale Blvd","34 A boul Avondale",,,"Yes",,,"Brampton",,,,,,"9:00 - 21:00",,,"169","43.7073945","34 A Avondale Blvd - Shoppers Drug Mart",,"-79.699115","9:00 - 21:00","Shoppers",,,"Yes","905-793-4444",,"L6T 1H3","ON",,"Central","Centre","9:00 - 18:00","10:00 - 17:00",,,"9:00 - 21:00","9:00 - 21:00","No","https://stores.shoppersdrugmart.ca/en/store/701/","9:00 - 21:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","366 Main Street North","366 rue Main N",,,"Yes",,,"Brampton",,,,,,"8:00 - 00:00",,,"170","43.6950221","366 Main Street North - Shoppers Drug Mart",,"-79.771375","8:00 - 00:00","Shoppers",,,"Yes","905-456-0167",,"L6V 1P8","ON",,"Central","Centre","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1353/","8:00 - 00:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","10048 McLaughlin Road","10048 McLaughlin Road",,,"Yes",,,"Brampton",,,,,,"8:00 - 22:00",,,"171","43.6963884","10048 McLaughlin Road - Shoppers Drug Mart",,"-79.799117","8:00 - 22:00","Shoppers",,,"Yes","905-846-4444",,"L7A 2X6","ON",,"Central","Centre","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1199/","8:00 - 22:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1 Kennedy Road South","1 rue Kennedy S",,,"Yes",,,"Brampton",,,,,,"7:00 - 00:00",,,"172","43.6945685","1 Kennedy Road South - Shoppers Drug Mart",,"-79.749197","7:00 - 00:00","Shoppers",,,"Yes","905-454-4464",,"L6W 3C9","ON",,"Central","Centre","7:00 - 00:00","7:00 - 00:00",,,"7:00 - 00:00","7:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1058/","7:00 - 00:00",
"Peel Public Health","Bureau de santé de la région de Peel",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","3938 Cottrelle Blvd","3938 boul Cottrelle",,,"Yes",,,"Brampton",,,,,,"9:00 - 22:00",,,"173","43.7847274","3938 Cottrelle Blvd - Shoppers Drug Mart",,"-79.662227","9:00 - 22:00","Shoppers",,,"Yes","905-794-7071",,"L6P 2R1","ON",,"Central","Centre","9:00 - 22:00","9:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1326/","9:00 - 22:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1180 Walkley Road","1180 Walkley Road",,,"Yes",,,"Ottawa",,,,,,"8:00 - 22:00",,,"174","45.3697843","1180 Walkley Road - Shoppers Drug Mart",,"-75.663646","8:00 - 22:00","Shoppers",,,"Yes","613-737-3344",,"K1V 2M5","ON",,"East","Est","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/620/","8:00 - 22:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","647 Earl Armstrong Road","647 Earl Armstrong Road",,,"Yes",,,"Ottawa",,,,,,"8:00 - 22:00",,,"175","45.2693834","647 Earl Armstrong Road - Shoppers Drug Mart",,"-75.698127","8:00 - 22:00","Shoppers",,,"Yes","613-822-6746",,"K1V 2G2","ON",,"East","Est","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1161/","8:00 - 22:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","455 Bank Street","455 rue Bank",,,"Yes",,,"Ottawa",,,,,,"9:00 - 22:00",,,"176","45.4119191","455 Bank Street - Shoppers Drug Mart",,"-75.693158","9:00 - 22:00","Shoppers",,,"Yes","613-238-9041",,"K2P 1Y9","ON",,"East","Est","9:00 - 22:00","9:00 - 22:00",,,"9:00 - 22:00","9:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1428/","9:00 - 22:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","541 Montreal Road","541 Montreal Road",,,"Yes",,,"Ottawa",,,,,,"8:00 - 22:00",,,"177","45.4418209","541 Montreal Road - Shoppers Drug Mart",,"-75.646244","8:00 - 22:00","Shoppers",,,"Yes","613-740-0616",,"K1K 0V1","ON",,"East","Est","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/641/","8:00 - 22:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","3940 Innes Road","3940 Innes Road",,,"Yes",,,"Orleans",,,,,,"8:00 - 22:00",,,"178","45.4539866","3940 Innes Road - Shoppers Drug Mart",,"-75.507985","8:00 - 22:00","Shoppers",,,"Yes","613-834-7383",,"K1W 1K9","ON",,"East","Est","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1139/","8:00 - 22:00",
"Ottawa Public Health","Bureau de santé publique d'Ottawa",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","2954 St. Joseph Blvd","2954 boul St. Joseph",,,"Yes",,,"Orleans",,,,,,"8:00 - 22:00",,,"179","45.4750981","2954 St. Joseph Blvd - Shoppers Drug Mart",,"-75.516484","8:00 - 22:00","Shoppers",,,"Yes","613-841-1535",,"K1C 1G7","ON",,"East","Est","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1230/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1630 Danforth Ave","1630 av Danforth",,,"Yes",,,"Toronto",,,,,,"8:00 - 00:00",,,"180","43.683901","1630 Danforth Avenue - Shoppers Drug Mart",,"-79.32219","8:00 - 00:00","Shoppers",,,"Yes","416-461-2453",,"M4C 1H6","ON",,"Toronto ","Toronto ","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/500/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1601 Bayview Ave","1601 av Bayview",,,"Yes",,,"East York",,,,,,"8:00 - 22:00",,,"181","43.7063311","1601 Bayview Avenue - Shoppers Drug Mart",,"-79.375022","8:00 - 22:00","Shoppers",,,"Yes","416-489-1873",,"M4G 3B5","ON",,"Toronto","Toronto ","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/982/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1027 Yonge Street","1027 rue Yonge",,,"Yes",,,"Toronto",,,,,,"8:00 - 22:00",,,"182","43.6776412","1027 Yonge Street - Shoppers Drug Mart",,"-79.389454","8:00 - 22:00","Shoppers",,,"Yes","416-961-0155",,"M4W 2K9 ","ON",,"Toronto ","Toronto ","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/926/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","3446 Dundas Street West","3446 rue Dundas O",,,"Yes",,,"Toronto",,,,,,"8:00 - 00:00",,,"183","43.6661678","3446 Dundas Street West - Shoppers Drug Mart",,"-79.486735","8:00 - 00:00","Shoppers",,,"Yes","416-766-8131",,"M6S 2S1","ON",,"Toronto ","Toronto ","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/1166/","8:00 - 00:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","1400 Dupont Street","1400 rue Dupont",,,"Yes",,,"Toronto",,,,,,"8:00 - 22:00",,,"184","43.6668998","1400 Dupont Street - Shoppers Drug Mart",,"-79.446711","8:00 - 22:00","Shoppers",,,"Yes","416-532-9214",,"M6H 2B2 ","ON",,"Toronto ","Toronto ","8:00 - 22:00","8:00 - 22:00",,,"8:00 - 22:00","8:00 - 22:00","No","https://stores.shoppersdrugmart.ca/en/store/1304/","8:00 - 22:00",
"Toronto Public Health","Bureau de santé de Toronto",,"Yes","Call this location to make an appointment.","Appelez cet emplacement pour prendre rendez-vous.","360A Bloor Street West","360A rue Bloor O",,,"Yes",,,"Toronto",,,,,,"8:00 - 00:00",,,"185","43.6665441","360A Bloor Street West - Shoppers Drug Mart",,"-79.405057","8:00 - 00:00","Shoppers",,,"Yes","416-961-2121",,"M5S 1X1","ON",,"Toronto ","Toronto ","8:00 - 00:00","8:00 - 00:00",,,"8:00 - 00:00","8:00 - 00:00","No","https://stores.shoppersdrugmart.ca/en/store/806/","8:00 - 00:00",
